id	happy	year	age	sex	marital	degree	finrela	health	wtssall
485.0	pretty happy	1977.0	44.0	female	married	lt high school	below average	fair	0.9881
486.0	very happy	1977.0	60.0	female	widowed	lt high school	average	excellent	0.4941
487.0	pretty happy	1977.0	57.0	male	married	bachelor	below average	excellent	0.9881
488.0	not too happy	1977.0	85.0	female	widowed	lt high school	average	good	0.4941
489.0	pretty happy	1977.0	23.0	male	married	high school	average	excellent	0.9881
490.0	very happy	1977.0	40.0	female	married	lt high school	average	good	0.9881
491.0	pretty happy	1977.0	40.0	female	divorced	high school	below average	fair	0.4941
492.0	pretty happy	1977.0	40.0	female	divorced	high school	average	good	0.9881
493.0	not too happy	1977.0	52.0	male	married	high school	average	good	0.9881
494.0	not too happy	1977.0	19.0	female	never married	high school	average	fair	1.9763
495.0	pretty happy	1977.0	37.0	male	married	high school	above average	good	0.9881
496.0	pretty happy	1977.0	70.0	female	widowed	bachelor	above average	good	0.4941
497.0	very happy	1977.0	52.0	male	married	bachelor	average	fair	1.9763
498.0	very happy	1977.0	20.0	male	never married	high school	below average	excellent	0.9881
499.0	very happy	1977.0	74.0	male	married	lt high school	average	fair	0.9881
500.0	pretty happy	1977.0	63.0	female	married	lt high school	below average	poor	0.9881
501.0	very happy	1977.0	22.0	female	never married	high school	average	good	1.9763
502.0	pretty happy	1977.0	25.0	male	married	high school	below average	good	0.9881
503.0	pretty happy	1977.0	24.0	male	never married	high school	above average	good	0.4941
504.0	very happy	1977.0	46.0	female	separated	high school	below average	good	0.4941
505.0	very happy	1977.0	66.0	male	married	lt high school	average	poor	1.4822
506.0	very happy	1977.0	42.0	female	married	high school	average	good	1.4822
507.0	very happy	1977.0	53.0	female	married	high school	average	excellent	0.9881
508.0	not too happy	1977.0	25.0	male	married	high school	average	excellent	1.4822
509.0	pretty happy	1977.0	42.0	female	married	high school	above average	excellent	0.9881
510.0	pretty happy	1977.0	50.0	female	divorced	lt high school	far below average	fair	0.4941
511.0	pretty happy	1977.0	60.0	male	married	high school	below average	excellent	1.9763
512.0	pretty happy	1977.0	29.0	male	never married	high school	below average	good	0.4941
513.0	very happy	1977.0	34.0	male	married	bachelor	far above average	good	0.9881
514.0	pretty happy	1977.0	26.0	female	married	high school	average	excellent	0.9881
515.0	very happy	1977.0	31.0	female	married	high school	average	good	0.9881
516.0	very happy	1977.0	22.0	female	married	high school	average	good	0.9881
517.0	pretty happy	1977.0	19.0	female	never married	lt high school	average	fair	1.4822
518.0	pretty happy	1977.0	67.0	male	married	lt high school	far below average	good	0.9881
519.0	pretty happy	1977.0	55.0	male	married	high school	above average	excellent	0.9881
520.0	pretty happy	1977.0	66.0	female	married	high school	average	good	0.9881
521.0	very happy	1977.0	37.0	male	married	bachelor	average	excellent	0.9881
522.0	pretty happy	1977.0	66.0	female	married	lt high school	average	poor	0.9881
523.0	not too happy	1977.0	48.0	male	separated	bachelor	above average	fair	0.4941
524.0	very happy	1977.0	25.0	female	never married	bachelor	average	excellent	0.9881
525.0	very happy	1977.0	78.0	female	widowed	high school	average	good	0.9881
526.0	pretty happy	1977.0	73.0	female	married	lt high school	average	good	0.4941
527.0	pretty happy	1977.0	62.0	male	married	high school	average	good	1.4822
528.0	not too happy	1977.0	49.0	female	never married	high school	average	fair	0.9881
529.0	pretty happy	1977.0	48.0	female	married	high school	average	excellent	0.9881
530.0	very happy	1977.0	56.0	female	married	high school	below average	good	1.4822
531.0	very happy	1977.0	19.0	male	never married	high school	below average	excellent	2.9644
532.0	pretty happy	1977.0	58.0	female	widowed	lt high school	far below average	poor	0.4941
533.0	pretty happy	1977.0	25.0	female	married	bachelor	above average	excellent	0.9881
534.0	pretty happy	1977.0	58.0	male	married	high school	average	excellent	0.9881
535.0	very happy	1977.0	34.0	male	married	lt high school	above average	good	0.4941
536.0	very happy	1977.0	66.0	male	married	lt high school	average	good	0.9881
537.0	pretty happy	1977.0	22.0	male	never married	lt high school	average	fair	2.4704
538.0	very happy	1977.0	35.0	female	divorced	high school	far below average	excellent	0.4941
539.0	pretty happy	1977.0	24.0	male	never married	high school	average	excellent	1.4822
540.0	pretty happy	1977.0	21.0	female	married	high school	below average	good	0.9881
541.0	very happy	1977.0	28.0	male	married	graduate	average	fair	0.9881
542.0	very happy	1977.0	30.0	female	married	bachelor	above average	excellent	0.9881
543.0	pretty happy	1977.0	51.0	male	married	bachelor	above average	excellent	1.9763
544.0	pretty happy	1977.0	29.0	female	married	bachelor	above average	excellent	0.9881
545.0	pretty happy	1977.0	55.0	male	married	lt high school	below average	poor	1.4822
546.0	pretty happy	1977.0	23.0	male	divorced	high school	average	good	1.9763
547.0	pretty happy	1977.0	34.0	male	never married	high school	far below average	good	1.4822
548.0	very happy	1977.0	28.0	female	married	high school	average	good	0.9881
549.0	not too happy	1977.0	66.0	female	widowed	lt high school	average	poor	0.4941
550.0	not too happy	1977.0	54.0	male	widowed	high school	below average	good	1.4822
551.0	pretty happy	1977.0	30.0	male	married	high school	average	good	0.9881
552.0	very happy	1977.0	41.0	female	married	high school	average	good	0.9881
553.0	pretty happy	1977.0	30.0	male	married	bachelor	average	good	0.9881
554.0	not too happy	1977.0	53.0	female	married	lt high school	average	good	0.9881
555.0	very happy	1977.0	70.0	male	never married	lt high school	average	excellent	1.9763
556.0	very happy	1977.0	33.0	female	married	high school	average	excellent	0.9881
557.0	pretty happy	1977.0	35.0	female	married	high school	below average	good	0.9881
558.0	very happy	1977.0	35.0	female	married	high school	average	excellent	0.9881
559.0	pretty happy	1977.0	48.0	male	married	lt high school	above average	excellent	1.4822
560.0	pretty happy	1977.0	24.0	female	never married	high school	below average	fair	0.9881
561.0	very happy	1977.0	20.0	female	never married	high school	above average	excellent	1.9763
562.0	not too happy	1977.0	46.0	male	divorced	high school	below average	fair	0.4941
563.0	pretty happy	1977.0	65.0	female	separated	lt high school	average	fair	1.4822
564.0	pretty happy	1977.0	63.0	female	married	lt high school	average	fair	0.9881
565.0	pretty happy	1977.0	20.0	male	never married	high school	average	good	2.4704
566.0	pretty happy	1977.0	26.0	male	married	bachelor		excellent	0.9881
567.0	pretty happy	1977.0	54.0	male	married	high school	below average	good	0.9881
568.0	pretty happy	1977.0	38.0	male	never married	junior college	below average	excellent	0.4941
569.0	pretty happy	1977.0	26.0	male	never married	bachelor	average	good	0.9881
570.0	pretty happy	1977.0	51.0	male	married	lt high school	above average	good	1.9763
571.0	not too happy	1977.0	22.0	male	married	high school	below average	excellent	0.9881
572.0	very happy	1977.0	24.0	female	separated	lt high school	below average	excellent	0.4941
573.0	pretty happy	1977.0	61.0	male	married	high school	average	fair	0.9881
574.0	not too happy	1977.0	76.0	female	widowed	lt high school	average	good	0.9881
575.0	very happy	1977.0	41.0	female	married	lt high school	above average	fair	1.4822
576.0	very happy	1977.0	38.0	male	married	high school	average	good	0.9881
577.0	pretty happy	1977.0	76.0	male	married	lt high school	below average	fair	0.9881
578.0	pretty happy	1977.0	67.0	male	married	high school	below average	poor	0.9881
579.0	pretty happy	1977.0	49.0	female	married	lt high school	average	good	0.9881
580.0	pretty happy	1977.0	54.0	male	never married	lt high school	below average	good	0.4941
581.0	pretty happy	1977.0	34.0	male	married	high school	average	fair	0.9881
582.0	pretty happy	1977.0	41.0	male	married	lt high school	average	good	0.9881
583.0	very happy	1977.0	63.0	male	never married	graduate	below average	good	1.0
584.0	very happy	1977.0	81.0	male	widowed	lt high school	average	good	0.4941
585.0	pretty happy	1977.0	43.0	female	never married	lt high school	far above average	excellent	0.4941
586.0	pretty happy	1977.0	20.0	male	never married	high school	average	fair	0.9881
587.0	pretty happy	1977.0	22.0	male	never married	junior college	average	good	0.9881
588.0	pretty happy	1977.0	56.0	male	married	lt high school	average	good	0.9881
589.0	pretty happy	1977.0	57.0	male	married	lt high school	average	good	0.9881
590.0	pretty happy	1977.0	21.0	male	married	lt high school	below average	good	1.4822
591.0	pretty happy	1977.0	37.0	male	married	graduate	average	excellent	0.9881
592.0	pretty happy	1977.0	68.0	male	married	lt high school	average	excellent	0.9881
593.0	pretty happy	1977.0	51.0	female	married	lt high school	average	fair	0.9881
594.0	pretty happy	1977.0	21.0	male	never married	lt high school	average	excellent	0.9881
595.0	pretty happy	1977.0	28.0	female	married	lt high school	average	fair	0.9881
596.0	pretty happy	1977.0	23.0	female	separated	lt high school	below average	good	0.4941
597.0	pretty happy	1977.0	53.0	male	married	high school	average	good	0.9881
598.0	very happy	1977.0	61.0	female	married	junior college	above average	fair	0.9881
599.0	very happy	1977.0	42.0	male	married	bachelor	above average	excellent	0.9881
600.0	pretty happy	1977.0	63.0	male	married	lt high school	average	fair	0.9881
601.0	pretty happy	1977.0	59.0	female	married	high school	average	good	0.9881
602.0	very happy	1977.0	31.0	male	widowed	graduate	average	good	0.4941
603.0	very happy	1977.0	34.0	female	married	junior college	above average	fair	0.9881
604.0	pretty happy	1977.0	72.0	female	widowed	lt high school	above average	good	1.4822
605.0	pretty happy	1977.0	21.0	female	married	high school	below average	good	0.9881
606.0	very happy	1977.0	71.0	female	never married	high school	average	excellent	0.4941
607.0	very happy	1977.0	64.0	female	married	high school	below average	fair	0.9881
608.0	pretty happy	1977.0	56.0	female	married	high school	average	good	1.4822
609.0	pretty happy	1977.0	76.0	female	separated	lt high school	far below average	poor	0.4941
610.0	pretty happy	1977.0	67.0	male	widowed	lt high school	below average	good	0.4941
611.0	very happy	1977.0	55.0	female	married	lt high school	below average	poor	0.9881
612.0	very happy	1977.0	65.0	female	widowed	lt high school	below average	poor	0.9881
613.0	pretty happy	1977.0	30.0	female	married	lt high school	below average	good	0.9881
614.0	pretty happy	1977.0	40.0	female	married	lt high school	below average	fair	1.4822
615.0	not too happy	1977.0	36.0	male	separated	graduate	average	excellent	0.4941
616.0	very happy	1977.0	73.0	female	widowed	high school	below average	excellent	0.4941
617.0	pretty happy	1977.0	49.0	male	married	high school	above average	excellent	0.9881
618.0	pretty happy	1977.0	68.0	female	widowed	high school	average	good	0.4941
619.0	very happy	1977.0	23.0	male	married	bachelor	average	excellent	0.9881
620.0	pretty happy	1977.0	27.0	female	married	high school	average	excellent	0.9881
621.0	not too happy	1977.0	65.0	female	married	lt high school	far below average	fair	1.4822
622.0	pretty happy	1977.0	49.0	male	widowed	lt high school	average	fair	0.9881
623.0	pretty happy	1977.0	35.0	male	married	lt high school	average	excellent	1.4822
624.0	pretty happy	1977.0	26.0	female	married	lt high school	below average	excellent	0.9881
625.0	very happy	1977.0	24.0	female	married	high school	average	excellent	0.9881
626.0	very happy	1977.0	73.0	female	widowed	lt high school	average	good	0.4941
627.0	pretty happy	1977.0	33.0	male	never married	graduate	above average	good	0.4941
628.0	very happy	1977.0	58.0	female	divorced	high school	below average	good	0.4941
629.0	very happy	1977.0	54.0	female	married	high school	above average	good	0.9881
630.0	very happy	1977.0	54.0	female	married	high school	above average	excellent	1.4822
631.0	pretty happy	1977.0	56.0	male	married	high school	below average	poor	0.9881
632.0	pretty happy	1977.0	63.0	male	married	lt high school	average	excellent	0.9881
633.0	not too happy	1977.0	20.0	female	never married	high school	far below average	fair	0.9881
634.0	pretty happy	1977.0	53.0	male	separated	lt high school	below average	good	0.4941
635.0	pretty happy	1977.0	32.0	female	married	high school	average	good	1.4822
636.0	pretty happy	1977.0	86.0	female	widowed	lt high school	far below average	fair	0.9881
637.0	pretty happy	1977.0	66.0	female	widowed	lt high school	below average	fair	0.4941
638.0	pretty happy	1977.0	88.0	female	widowed	lt high school	far below average	poor	0.4941
639.0	pretty happy	1977.0	49.0	female	widowed	high school	below average	poor	0.9881
640.0	pretty happy	1977.0	22.0	female	married	high school	average	good	0.9881
641.0	pretty happy	1977.0	50.0	female	married	lt high school	below average	fair	0.9881
642.0	very happy	1977.0	48.0	female	divorced	lt high school	average	excellent	0.4941
643.0	not too happy	1977.0	77.0	male	married	lt high school	far above average	poor	0.9881
644.0	pretty happy	1977.0	74.0	female	widowed	lt high school	average	poor	0.4941
645.0	pretty happy	1977.0	19.0	female	never married	lt high school	below average	excellent	1.4822
646.0	pretty happy	1977.0	23.0	female	divorced	high school	average	good	0.9881
647.0	pretty happy	1977.0	20.0	male	married	high school	below average	good	0.9881
648.0	pretty happy	1977.0	30.0	female	separated	high school	average	good	0.4941
649.0	pretty happy	1977.0	26.0	female	separated	lt high school	below average	good	0.4941
650.0	pretty happy	1977.0	19.0	female	never married	high school	above average	good	1.4822
651.0	pretty happy	1977.0	29.0	male	never married	high school	below average	excellent	1.4822
652.0	pretty happy	1977.0	30.0	male	married	junior college	below average	excellent	0.9881
653.0	pretty happy	1977.0	23.0	female	married	high school	below average	fair	0.9881
654.0	pretty happy	1977.0	42.0	male	married	junior college	above average	excellent	0.9881
655.0	very happy	1977.0	28.0	female	married	high school	average	excellent	0.9881
656.0	pretty happy	1977.0	29.0	male	never married	high school	below average	good	0.4941
657.0	pretty happy	1977.0	60.0	male	married	lt high school	average	fair	0.9881
658.0	very happy	1977.0	20.0	female	never married	high school	above average	good	0.9881
659.0	pretty happy	1977.0	55.0	female	married	high school	average	good	0.9881
660.0	pretty happy	1977.0	28.0	female	never married	high school	average	good	2.4704
661.0	not too happy	1977.0	25.0	male	divorced	high school	average	fair	0.4941
662.0	pretty happy	1977.0	29.0	male	married	high school	below average	good	0.9881
663.0	pretty happy	1977.0	82.0	male	married	lt high school	below average	good	0.9881
664.0	pretty happy	1977.0	57.0	female	divorced	lt high school	average	excellent	0.4941
665.0	not too happy	1977.0	74.0	female	married	lt high school	below average	poor	0.9881
666.0	pretty happy	1977.0	18.0	female	never married	high school	below average	fair	0.9881
667.0	pretty happy	1977.0	26.0	male	never married	high school	average	good	1.4822
668.0	very happy	1977.0	61.0	female	married	high school	average	excellent	0.9881
669.0	very happy	1977.0	66.0	female	divorced	high school	below average	poor	0.9881
670.0	pretty happy	1977.0	44.0	male	married	lt high school	far below average	good	0.9881
671.0	pretty happy	1977.0	52.0	male	married	lt high school	average	good	0.9881
672.0	not too happy	1977.0	56.0	female	married	lt high school	below average	good	1.9763
673.0	pretty happy	1977.0	59.0	female	married	high school	average	poor	0.9881
674.0	pretty happy	1977.0	74.0	female	married	lt high school	average	fair	0.9881
675.0	pretty happy	1977.0	19.0	male	never married	high school	average	good	0.9881
676.0	pretty happy	1977.0	61.0	female	widowed	bachelor	average	good	0.4941
677.0	pretty happy	1977.0	62.0	female	widowed	lt high school	average	excellent	0.4941
678.0	pretty happy	1977.0	78.0	female	widowed	lt high school	average	fair	0.4941
679.0	very happy	1977.0	58.0	male	married	high school	average	excellent	0.9881
680.0	pretty happy	1977.0	79.0	female	married	lt high school	average	fair	0.9881
681.0	pretty happy	1977.0	62.0	male	widowed	graduate	below average	poor	0.9881
682.0	pretty happy	1977.0	26.0	female	married	high school	average	good	0.9881
683.0	pretty happy	1977.0	40.0	female	married	high school	below average	good	0.9881
684.0	very happy	1977.0	75.0	female	married	bachelor	below average	excellent	0.9881
685.0	pretty happy	1977.0	82.0	female	widowed	high school	average	poor	1.4822
686.0	pretty happy	1977.0	53.0	male	married	high school	above average	good	0.9881
687.0	very happy	1977.0	61.0	female	married	bachelor	average	fair	0.9881
688.0	very happy	1977.0	64.0	male	married	lt high school	average	excellent	0.9881
689.0	pretty happy	1977.0	21.0	female	married	high school	average	fair	0.9881
690.0	pretty happy	1977.0	60.0	female	widowed	lt high school	below average	fair	0.4941
691.0	very happy	1977.0	34.0	male	never married	high school	below average	excellent	0.4941
692.0	pretty happy	1977.0	26.0	female	married	high school	average	excellent	0.9881
693.0	pretty happy	1977.0	21.0	male	married	high school	average	excellent	0.9881
694.0	very happy	1977.0	66.0	female	married	lt high school	average	fair	0.9881
695.0	pretty happy	1977.0	44.0	female	divorced	high school	below average	good	0.4941
696.0	pretty happy	1977.0	83.0	female	widowed	lt high school	below average	good	0.4941
697.0	pretty happy	1977.0	73.0	female	widowed	lt high school	far below average	fair	0.4941
698.0	pretty happy	1977.0	43.0	male	married	high school	below average	excellent	1.4822
699.0	not too happy	1977.0	36.0	female	separated	lt high school	far below average	good	0.4941
700.0	not too happy	1977.0	22.0	female	married	high school	below average	fair	0.9881
701.0	very happy	1977.0	74.0	female	widowed	lt high school	average	fair	1.4822
702.0	pretty happy	1977.0	36.0	female	married	high school	average	good	0.9881
703.0	very happy	1977.0	39.0	male	married	high school	average	good	0.4941
704.0	very happy	1977.0	54.0	male	married	high school	below average	fair	1.4822
705.0	pretty happy	1977.0	69.0	female	married	lt high school	average	poor	1.4822
706.0	pretty happy	1977.0	24.0	male	never married	high school	above average	excellent	1.4822
707.0	not too happy	1977.0	21.0	male	never married	high school	average	fair	1.9763
708.0	pretty happy	1977.0	81.0	female	widowed	lt high school		poor	0.4941
709.0	very happy	1977.0	63.0	female	married	lt high school	average	poor	0.9881
710.0	very happy	1977.0	22.0	female	never married	lt high school	average	good	1.4822
711.0	very happy	1977.0	71.0	male	married	high school	average	good	0.9881
712.0	pretty happy	1977.0	22.0	male	married	high school	average	good	0.9881
713.0	very happy	1977.0	53.0	male	married	high school	average	excellent	1.4822
714.0	pretty happy	1977.0	45.0	female	married	high school	average	good	0.9881
715.0	pretty happy	1977.0	41.0	male	married	high school	above average	fair	1.4822
716.0	very happy	1977.0	58.0	female	married	lt high school	average	fair	1.4822
717.0	pretty happy	1977.0	23.0	female	married	high school	average	excellent	0.9881
718.0	very happy	1977.0	56.0	male	married	high school	average	fair	0.9881
719.0	not too happy	1977.0	20.0	female	married	high school	average	excellent	0.9881
720.0	pretty happy	1977.0	33.0	female	married	lt high school	above average	fair	0.9881
721.0	very happy	1977.0	77.0	female	married	lt high school	average	fair	1.4822
722.0	very happy	1977.0	48.0	male	married	lt high school	below average	good	0.9881
723.0	very happy	1977.0	71.0	male	married	lt high school	average	fair	0.9881
724.0	pretty happy	1977.0	71.0	female	widowed	lt high school	below average	good	1.9763
725.0	pretty happy	1977.0	66.0	female	widowed	high school	below average	fair	0.4941
726.0	very happy	1977.0	36.0	female	married	bachelor	average	excellent	0.9881
727.0	very happy	1977.0	68.0	female	widowed	lt high school	below average	good	0.4941
728.0	pretty happy	1977.0	25.0	male	married	high school	average	good	0.9881
729.0	pretty happy	1977.0	71.0	female	married	lt high school	below average	excellent	0.9881
730.0	pretty happy	1977.0	52.0	male	married	high school	average	fair	0.9881
731.0	pretty happy	1977.0	63.0	female	married	high school	average	fair	0.9881
732.0	very happy	1977.0	47.0	female	married	high school	average	excellent	0.9881
733.0	not too happy	1977.0	74.0	female	widowed	lt high school	average	poor	0.4941
734.0	not too happy	1977.0	44.0	female	separated	lt high school	below average	poor	0.4941
735.0	pretty happy	1977.0	25.0	female	married	bachelor	average	good	0.9881
736.0	very happy	1977.0	55.0	female	married	high school	average	excellent	0.9881
737.0	pretty happy	1977.0	26.0	male	never married	high school	average	excellent	1.4822
738.0	very happy	1977.0	53.0	male	married	high school	below average	excellent	0.9881
739.0	pretty happy	1977.0	55.0	male	never married	lt high school	above average	fair	0.9881
740.0	pretty happy	1977.0	20.0	female	never married	high school	average	excellent	1.4822
741.0	very happy	1977.0	40.0	female	married	high school	average	good	1.4822
742.0	very happy	1977.0	54.0	female	married	high school	average	excellent	0.9881
743.0	pretty happy	1977.0	58.0	male	divorced	lt high school	average	good	0.4941
744.0	very happy	1977.0	22.0	female	never married	high school	below average	excellent	0.9881
745.0	pretty happy	1977.0	47.0	male	married	high school	below average	fair	0.9881
746.0	pretty happy	1977.0	46.0	male	married	lt high school	average	good	0.9881
747.0	not too happy	1977.0	61.0	male	widowed	high school	below average	poor	0.4941
748.0	pretty happy	1977.0	38.0	female	married	high school	above average	good	0.9881
749.0	pretty happy	1977.0	63.0	female	widowed	high school	below average	fair	0.4941
750.0	pretty happy	1977.0	60.0	female	married	high school	average	good	1.4822
751.0	pretty happy	1977.0	55.0	female	divorced	high school	average	good	0.9881
752.0	pretty happy	1977.0	34.0	female	married	lt high school	average	fair	0.9881
753.0	pretty happy	1977.0	22.0	male	married	lt high school	below average	good	0.9881
754.0	pretty happy	1977.0	29.0	male	never married	high school	above average	good	0.4941
755.0	very happy	1977.0	56.0	male	married	high school	average	good	0.9881
756.0	pretty happy	1977.0	41.0	female	divorced	bachelor	average	good	0.4941
757.0	pretty happy	1977.0		female	widowed	high school	average	good	0.4941
758.0	pretty happy	1977.0	34.0	female	married	bachelor	average	good	0.9881
759.0	very happy	1977.0	50.0	female	married	lt high school	average	excellent	1.4822
760.0	pretty happy	1977.0	31.0	female	married	bachelor	above average	excellent	0.9881
761.0	pretty happy	1977.0	65.0	female	married	high school	above average	fair	0.9881
762.0	pretty happy	1977.0	25.0	male	never married	high school	far above average	good	1.4822
763.0	very happy	1977.0	58.0	male	married	bachelor	far above average	good	0.9881
764.0	pretty happy	1977.0	40.0	female	married	bachelor	above average	good	0.9881
765.0	pretty happy	1977.0	50.0	female	separated	high school	average	good	0.9881
766.0	pretty happy	1977.0	19.0	male	never married	lt high school	above average	excellent	1.4822
767.0	pretty happy	1977.0	46.0	male	married	bachelor	above average	excellent	1.4822
768.0	pretty happy	1977.0	42.0	female	married	bachelor	far below average	good	0.9881
769.0	pretty happy	1977.0	46.0	female	married	lt high school	average	good	1.9763
770.0	pretty happy	1977.0	63.0	male	never married	lt high school	far below average	poor	0.4941
771.0	not too happy	1977.0	49.0	male	married	lt high school	below average	excellent	2.4704
772.0	very happy	1977.0	58.0	male	married	high school	above average	excellent	0.9881
773.0	pretty happy	1977.0	50.0	female	married	high school	average	good	0.9881
774.0	very happy	1977.0	68.0	male	married	lt high school	average	good	0.9881
775.0	very happy	1977.0	35.0	female	married	bachelor	far above average	excellent	1.4822
776.0	very happy	1977.0		male	widowed	bachelor	average	good	0.9881
777.0	pretty happy	1977.0	63.0	female	divorced	high school	average	excellent	0.4941
778.0	pretty happy	1977.0	28.0	male	never married	high school		good	0.4941
779.0	not too happy	1977.0	50.0	female	divorced	lt high school	average	fair	0.4941
780.0	pretty happy	1977.0	41.0	male	divorced	graduate	far below average	good	0.4941
781.0	not too happy	1977.0	69.0	female	separated	lt high school	below average	fair	0.4941
782.0	pretty happy	1977.0	61.0	male	married	high school	below average	fair	0.9881
783.0	pretty happy	1977.0	57.0	male	married	lt high school	average	good	1.4822
784.0	very happy	1977.0	79.0	male	married	lt high school	average	good	1.4822
785.0	pretty happy	1977.0	57.0	female	married	graduate	below average	fair	0.9881
786.0	pretty happy	1977.0	39.0	female	never married	lt high school	far below average	good	0.4941
787.0	pretty happy	1977.0	71.0	female	widowed	lt high school	average	fair	0.4941
788.0	pretty happy	1977.0	40.0	male	married	high school	average	good	0.9881
789.0	pretty happy	1977.0	34.0	female	married	high school	average	good	0.9881
790.0	very happy	1977.0	27.0	female	separated	lt high school		excellent	0.4941
791.0		1977.0	82.0	male	married	junior college	below average		0.9881
792.0	pretty happy	1977.0	55.0	male	married	high school	above average	good	1.4822
793.0	pretty happy	1977.0	21.0	male	never married	high school	average	good	2.4704
794.0	very happy	1977.0	50.0	female	married	high school	average	excellent	2.4704
795.0	pretty happy	1977.0	25.0	male	married	bachelor	average	excellent	0.9881
796.0	not too happy	1977.0	33.0	female	married	high school		fair	0.9881
797.0	pretty happy	1977.0	33.0	female	never married	high school	below average	excellent	0.4941
798.0	not too happy	1977.0	57.0	female	separated	lt high school	below average	good	0.4941
799.0	pretty happy	1977.0	35.0	male	married	high school	average	good	0.9881
800.0	pretty happy	1977.0	20.0	male	never married	high school	average	excellent	1.4822
801.0	pretty happy	1977.0	50.0	male	never married	high school	average	good	0.4941
802.0	pretty happy	1977.0	56.0	female	married	lt high school	average	good	1.9763
803.0	pretty happy	1977.0	30.0	female	married	high school	average	excellent	0.9881
804.0	not too happy	1977.0	19.0	male	married	lt high school	average	fair	1.9763
805.0	not too happy	1977.0	27.0	female	married	graduate	above average	fair	0.9881
806.0	pretty happy	1977.0	37.0	male	married	high school	above average	good	0.9881
807.0	pretty happy	1977.0	35.0	male	separated	bachelor	above average	excellent	0.4941
808.0	pretty happy	1977.0	56.0	female	married	high school	above average	fair	1.4822
809.0	pretty happy	1977.0	20.0	female	never married	high school	below average	fair	1.4822
810.0	not too happy	1977.0	65.0	male	married	lt high school	average	poor	0.9881
811.0	pretty happy	1977.0	24.0	female	married	high school	average	fair	0.9881
812.0	pretty happy	1977.0	37.0	female	never married	high school	below average	excellent	0.4941
813.0	pretty happy	1977.0	59.0	male	married	lt high school	far below average	good	0.9881
814.0	pretty happy	1977.0	43.0	female	married	high school	below average	fair	0.9881
815.0	pretty happy	1977.0	22.0	female	married	high school	average	excellent	0.9881
816.0	pretty happy	1977.0	67.0	male	married	lt high school	average	good	0.9881
817.0	very happy	1977.0	57.0	female	married	lt high school	average	excellent	0.9881
818.0	very happy	1977.0	52.0	female	married	high school	below average	good	0.9881
819.0	pretty happy	1977.0	39.0	male	married	high school	average	excellent	0.9881
820.0	very happy	1977.0	51.0	female	married	high school	above average	excellent	1.4822
821.0	pretty happy	1977.0	43.0	female	widowed	high school	below average	poor	0.9881
822.0	not too happy	1977.0	40.0	female	divorced	high school	average	good	0.9881
823.0	very happy	1977.0	61.0	male	married	lt high school	far below average	excellent	0.9881
824.0	pretty happy	1977.0	48.0	female	married	high school	average	excellent	0.9881
825.0	pretty happy	1977.0	64.0	female	married	lt high school	below average	excellent	0.9881
826.0	pretty happy	1977.0	74.0	female	widowed	lt high school	average	poor	0.4941
827.0	pretty happy	1977.0	30.0	male	married	high school	average	fair	0.9881
828.0	not too happy	1977.0	20.0	female	never married	lt high school	average	poor	2.9644
829.0	very happy	1977.0	76.0	female	never married	lt high school	below average	excellent	0.9881
830.0	not too happy	1977.0	26.0	female	separated	high school	average	good	0.4941
831.0	pretty happy	1977.0	42.0	female	married	lt high school	average	poor	0.9881
832.0	not too happy	1977.0	64.0	female	divorced	bachelor	above average	excellent	0.4941
833.0	not too happy	1977.0	36.0	male	never married	graduate	average	good	0.4941
834.0	very happy	1977.0	64.0	female	married	lt high school	above average	fair	0.9881
835.0	very happy	1977.0	34.0	female	married	bachelor	above average	good	0.9881
836.0	very happy	1977.0	30.0	female	married	bachelor	far above average	excellent	0.9881
837.0	pretty happy	1977.0	71.0	male	married	bachelor	far above average	excellent	0.9881
838.0	very happy	1977.0	54.0	female	married	bachelor	above average	good	1.9763
839.0	very happy	1977.0	38.0	female	married	high school	far above average	excellent	0.9881
840.0	pretty happy	1977.0	74.0	female	widowed	lt high school	average	good	0.4941
841.0	very happy	1977.0	23.0	female	married	high school	average	excellent	0.9881
842.0	very happy	1977.0	36.0	male	married	lt high school	average	good	0.9881
843.0	not too happy	1977.0	53.0	female	never married	lt high school	below average	fair	0.4941
844.0	not too happy	1977.0	29.0	male	divorced	high school	far below average	excellent	0.4941
845.0	very happy	1977.0	58.0	male	married	high school	average	excellent	0.9881
846.0	very happy	1977.0	67.0	male	married	lt high school	average	fair	1.4822
847.0	pretty happy	1977.0	26.0	female	married	high school	below average	poor	0.9881
848.0	very happy	1977.0	35.0	male	married	lt high school	average	good	0.9881
849.0	pretty happy	1977.0	33.0	female	married	high school	average	excellent	0.9881
850.0	very happy	1977.0	32.0	male	married	graduate	above average	excellent	0.9881
851.0	very happy	1977.0	60.0	female	married	high school	above average	good	0.9881
852.0	very happy	1977.0	47.0	female	married	bachelor	average	excellent	0.9881
853.0	very happy	1977.0	59.0	male	married	graduate	above average	good	0.9881
854.0	very happy	1977.0	58.0	female	married	high school	far above average	excellent	1.9763
855.0	very happy	1977.0	61.0	male	married	high school	above average	excellent	0.9881
856.0	pretty happy	1977.0	36.0	female	married	bachelor	above average	excellent	0.9881
857.0	very happy	1977.0	42.0	male	married	bachelor	far below average	good	0.9881
858.0	not too happy	1977.0	25.0	male	married	high school	average	good	0.9881
859.0	very happy	1977.0	67.0	male	separated	lt high school	far below average	fair	0.4941
