company	bean_origin_detailed	REF	review_date	cocoa_percent	location	rating	bean_type	bean_origin
Frederic Blondeel	Peru Brutus	1538	2015	75%	Belgium	3.5		Peru
Frederic Blondeel	Vietnam	1542	2015	80%	Belgium	3.0	Trinitario	Vietnam
Frederic Blondeel	Ghana	1351	2014	60%	Belgium	3.5	Forastero	Ghana
Frederic Blondeel	Madagascar	1351	2014	65%	Belgium	3.5	Trinitario	Madagascar
French Broad	Norandino, batch 161208	1940	2017	70%	U.S.A.	3.5		Peru
French Broad	Guatemala	1634	2015	73%	U.S.A.	3.5		Guatemala
French Broad	San Andres	1209	2014	80%	U.S.A.	3.0		Costa Rica
French Broad	Matagalpa	1295	2014	68%	U.S.A.	3.25		Nicaragua
French Broad	Palo Blanco, Chulucanas	1042	2013	66%	U.S.A.	3.5		Peru
French Broad	Tumbes Coop	883	2012	70%	U.S.A.	2.5	Criollo	Peru
French Broad	Palo Blanco, Chulucanas	883	2012	61%	U.S.A.	3.5		Peru
French Broad	Palo Blanco w/ panela, Chulucanas	887	2012	81%	U.S.A.	2.0		Peru
French Broad	Maranon Canyon, Fortunato No. 4	781	2011	70%	U.S.A.	3.5	Forastero (Nacional)	Peru
French Broad	La Red	785	2011	65%	U.S.A.	3.5		Dominican Republic
Fresco	Maranon, #228, MR, SC	1383	2014	70%	U.S.A.	3.0	Forastero (Nacional)	Peru
Fresco	Maranon, #227, LR, MC	1383	2014	70%	U.S.A.	3.5	Forastero (Nacional)	Peru
Fresco	Maranon, #229, MR, LC	1383	2014	70%	U.S.A.	3.5	Forastero (Nacional)	Peru
Fresco	Maranon, #230, DR, LC	1387	2014	70%	U.S.A.	3.5	Forastero (Nacional)	Peru
Fresco	Conacado, #223, MR, SC	1030	2013	72%	U.S.A.	3.25		Dominican Republic
Fresco	Conacado, #224, MR, MC	1081	2013	72%	U.S.A.	3.75		Dominican Republic
Fresco	San Martin, Bellavista Coop, #226, DR, MC	1117	2013	70%	U.S.A.	3.75		Peru
Fresco	Bellavista Coop, #225, LR, MC, CG Exclusive	1149	2013	70%	U.S.A.	4.0	Trinitario	Peru
Fresco	Markham Valley, #219, LR, MC	899	2012	69%	U.S.A.	3.5		Papua New Guinea
Fresco	Markham Valley, #221, DR, MC	899	2012	69%	U.S.A.	3.5		Papua New Guinea
Fresco	Sambirano Valley, #216, MR, LC	915	2012	74%	U.S.A.	4.0	Trinitario	Madagascar
Fresco	Markham Valley, #220, MR, MC	927	2012	69%	U.S.A.	4.0	Trinitario	Papua New Guinea
Fresco	Markham Valley, #222, LR, 0C	931	2012	69%	U.S.A.	3.0	Trinitario	Papua New Guinea
Fresco	Ghana, #211, MR, MC	636	2011	74%	U.S.A.	2.75	Forastero	Ghana
Fresco	Jamaica, #209, DR, SC	642	2011	70%	U.S.A.	3.25	Trinitario	Jamaica
Fresco	Conacado, #212, LR, SC	642	2011	72%	U.S.A.	3.5		Dominican Republic
Fresco	Jamaica, #210, DR, MC	642	2011	70%	U.S.A.	3.5	Trinitario	Jamaica
Fresco	Sambirano Valley, #214, LR, MC	682	2011	74%	U.S.A.	2.75	Trinitario	Madagascar
Fresco	Conacado, #213, DR, -C	682	2011	72%	U.S.A.	3.25		Dominican Republic
Fresco	Sambirano Valley, #215, MR, MC	688	2011	74%	U.S.A.	3.0	Trinitario	Madagascar
Fresco	Chuao, #218, MR, MC	745	2011	76%	U.S.A.	3.25	Trinitario	Venezuela
Fresco	Chuao, #217, DR, MC	745	2011	70%	U.S.A.	4.0	Trinitario	Venezuela
Fresco	Jamaica, #204, DR, SC	370	2009	80%	U.S.A.	2.75	Trinitario	Jamaica
Fresco	Jamaica, #206, DR, LC	370	2009	70%	U.S.A.	3.0	Trinitario	Jamaica
Fresco	Jamaica, #205, DR, MC	370	2009	70%	U.S.A.	3.25	Trinitario	Jamaica
Fresco	Carenero Superior, #203, MR, SC	370	2009	65%	U.S.A.	3.5	Criollo	Venezuela
Fruition	Wild Bolivian, Batch 2	1780	2016	74%	U.S.A.	3.75	Beniano	Bolivia
Fruition	Coto Brus, Heirloom, Batch 1	1780	2016	74%	U.S.A.	4.0	Amazon mix	Costa Rica
Fruition	Gran Couva	1347	2014	70%	U.S.A.	3.75	Trinitario	Trinidad
Fruition	Maranon	1359	2014	76%	U.S.A.	3.0	Forastero (Nacional)	Peru
Fruition	La Red	1046	2013	70%	U.S.A.	3.75		Dominican Republic
Fruition	Camino Verde	1185	2013	75%	U.S.A.	3.0		Ecuador
Fruition	Peru	863	2012	70%	U.S.A.	2.5		Peru
Fruition	Signature Blend	753	2011	66%	U.S.A.	3.25	Trinitario	Costa Rica
Fruition	Costa Rica	781	2011	70%	U.S.A.	3.0		Costa Rica
Garden Island	Kaua'I, Alea Estate +world	1367	2014	85%	U.S.A.	2.5	Blend	Hawaii
Glennmade	Toledo District, 2015 Harvest	1848	2016	70%	U.S.A.	3.5		Belize
Glennmade	Bahia	1672	2015	66%	U.S.A.	3.0	Trinitario, Forastero	Brazil
Goodnow Farms	Almendra Blanca, batch 1004	1924	2016	77%	U.S.A.	2.75		Mexico
Goodnow Farms	El Carmen, batch 1003	1924	2016	77%	U.S.A.	3.25		Nicaragua
Goodnow Farms	Asochivite, batch 1005	1924	2016	77%	U.S.A.	3.25		Guatemala
Guittard	Epique, Blend No. 49	1602	2015	70%	U.S.A.	3.75
Guittard	Haiti	1053	2013	65%	U.S.A.	2.75		Haiti
Guittard	Nicaragua	1053	2013	65%	U.S.A.	2.75		Nicaragua
Guittard	Jamaica	1053	2013	65%	U.S.A.	3.25	Trinitario	Jamaica
Guittard	Ecuador	1053	2013	65%	U.S.A.	3.5		Ecuador
Guittard	Coucher du Soleil	654	2011	72%	U.S.A.	2.75
Guittard	Lever du Soleil	654	2011	61%	U.S.A.	3.25
Guittard	Onyx	654	2011	72%	U.S.A.	3.25
Guittard	Trinidad	552	2010	65%	U.S.A.	3.0	Trinitario	Trinidad
Guittard	O'ahu, N. Shore, Waialua E., Kakoleka	316	2009	55%	U.S.A.	3.0		Hawaii
Guittard	Nocturne	387	2009	91%	U.S.A.	3.0
Guittard	Complexite	387	2009	70%	U.S.A.	3.5	Blend
Guittard	Machu Pichu	259	2008	65%	U.S.A.	3.0		Peru
Guittard	Special Maker Reserve	276	2008	64%	U.S.A.	3.0
Guittard	Ocumare	276	2008	65%	U.S.A.	3.5		Venezuela
Guittard	Quetzalcoatl	147	2007	72%	U.S.A.	3.5	Blend
Guittard	Chucuri	15	2006	65%	U.S.A.	3.0	Trinitario	Colombia
Guittard	Sur del Lago	87	2006	65%	U.S.A.	2.5	Trinitario, Criollo	Venezuela
Guittard	Sambirano, Ambanja	87	2006	65%	U.S.A.	3.5	Criollo, +	Madagascar
Guittard	Los Rios, Quevedo	93	2006	65%	U.S.A.	3.5	Forastero (Arriba)	Ecuador
Guittard	Tsaranta	93	2006	61%	U.S.A.	3.5	Blend
Guittard	Semisweet	99	2006	61%	U.S.A.	3.0	Blend
Habitual	Papua New Guinea	1197	2014	80%	Canada	2.75		Papua New Guinea
Habitual	Campesino w/ nibs	1197	2014	74%	Canada	2.75
Habitual	Dominican Republic	1197	2014	75%	Canada	3.25		Dominican Republic
Habitual	Trinitario	1197	2014	70%	Canada	3.5	Trinitario
Habitual	Downtown London	1201	2014	65%	Canada	2.75
Habitual	Africa meets Latina	1201	2014	70%	Canada	3.0
Habitual	Amazonas	1201	2014	80%	Canada	3.0
Habitual	Sharkey	1201	2014	66%	Canada	3.25		Hawaii
Habitual	one hundred	1205	2014	100%	Canada	2.0
Harper Macaw	Vale do Juliana, w/ nibs	1808	2016	85%	U.S.A.	3.25		Brazil
Harper Macaw	Brazil Blend	1696	2015	67%	U.S.A.	3.0		Brazil
Harper Macaw	Tome Acu E., Amazon Rainforest	1700	2015	77%	U.S.A.	3.5		Brazil
Harper Macaw	Vale do Juliana E., Atlantic Forest	1700	2015	74%	U.S.A.	3.5		Brazil
Heirloom Cacao Preservation (Brasstown)	Maya Mtn, Moho R., Toledo D., 2015	1748	2016	70%	U.S.A.	3.25	Amazon	Belize
Heirloom Cacao Preservation (Fruition)	Cota Brus, Terciopelo, 2015	1748	2016	74%	U.S.A.	3.5	Amazon mix	Costa Rica
Heirloom Cacao Preservation (Guittard)	Alto Beni, Upper Rio Beni, 2014	1239	2014	67%	U.S.A.	3.5	Amazon, ICS	Bolivia
Heirloom Cacao Preservation (Guittard)	Wild Beni, Lower Rio Beni, Tranquilidad, 2014	1243	2014	67%	U.S.A.	3.0	Beniano	Bolivia
Heirloom Cacao Preservation (Guittard)	Los Rios, Hacienda Limon, Orecao, 2014	1243	2014	67%	U.S.A.	3.75	EET	Ecuador
Heirloom Cacao Preservation (Guittard)	Maunawili, O'ahu, Agri Research C., 2014	1243	2014	67%	U.S.A.	3.75		Hawaii
Heirloom Cacao Preservation (Manoa)	Maunawili, O'ahu, Agri Research C., 2015	1744	2016	72%	U.S.A.	3.5		Hawaii
Heirloom Cacao Preservation (Millcreek)	Los Rios, Hacienda Limon, Orecao, 2015	1744	2016	70%	U.S.A.	3.5	EET	Ecuador
Heirloom Cacao Preservation (Mindo)	Pinchincha, Mindo, Coop Nueva Esper., 2015	1748	2016	77%	U.S.A.	3.5	EET	Ecuador
Heirloom Cacao Preservation (Zokoko)	Alto Beni, Upper Rio Beni, 2015	1744	2016	68%	U.S.A.	3.75	Amazon, ICS	Bolivia
Heirloom Cacao Preservation (Zokoko)	Wild Beni, Lower Rio Beni, Tranquilidad, 2015	1744	2016	72%	U.S.A.	4.0	Beniano	Bolivia
hello cocoa	Uganda	1458	2015	57%	U.S.A.	2.75	Forastero	Uganda
hello cocoa	Venezuela	1462	2015	74%	U.S.A.	3.5	Criollo	Venezuela
hexx	Tanzania	1546	2015	70%	U.S.A.	2.75		Tanzania
hexx	Madagascar	1546	2015	74%	U.S.A.	3.0	Trinitario	Madagascar
hexx	Venezuela	1546	2015	70%	U.S.A.	3.0		Venezuela
hexx	Ecuador	1550	2015	73%	U.S.A.	3.25		Ecuador
hexx	Peru	1550	2015	70%	U.S.A.	3.25		Peru
Hummingbird	Lam Dong	1542	2015	70%	Canada	3.5	Trinitario	Vietnam
Hummingbird	Bolivia	1307	2014	70%	Canada	3.0	Criollo, Trinitario	Bolivia
Hummingbird	Bolivia, Bo-nib-ia, w/ nibs	1311	2014	70%	Canada	3.0	Criollo, Trinitario	Bolivia
Hummingbird	Momotombo	1311	2014	70%	Canada	3.0	Trinitario	Nicaragua
Hummingbird	Hispaniola	1311	2014	70%	Canada	3.75	Trinitario	Dominican Republic
Hummingbird	Zorzal Reserva w/ Charles Kerchner	1387	2014	70%	Canada	3.5		Dominican Republic
Hummingbird	Ocumare, Cumboto	1097	2013	70%	Canada	3.25	Trinitario, Criollo	Venezuela
Hummingbird	Amazonas	1097	2013	70%	Canada	3.75	Forastero	Venezuela
Idilio (Felchlin)	Chuao, Venezuela	1085	2013	72%	Switzerland	3.75	Trinitario	Venezuela
Idilio (Felchlin)	Coopertiva Amazona	725	2011	72%	Switzerland	3.75	Criollo	Venezuela
Idilio (Felchlin)	Sur del Lago, Amiari Meridena, Zulia, 48hr c.	725	2011	72%	Switzerland	3.75		Venezuela
Idilio (Felchlin)	Choroni, Finca Torres, 48hr c.	729	2011	72%	Switzerland	3.25	Criollo	Venezuela
Idilio (Felchlin)	Ocumare, H. Cata, 48hr c.	733	2011	72%	Switzerland	3.75	Criollo	Venezuela
Idilio (Felchlin)	Porcelana, Zulia	733	2011	74%	Switzerland	4.0	Criollo	Venezuela
Idilio (Felchlin)	Ocumare, H. Cata, w/ nibs	737	2011	72%	Switzerland	3.5	Criollo	Venezuela
Idilio (Felchlin)	Carenero Superior, Urrutia, Barlovento	737	2011	70%	Switzerland	4.0	Trinitario	Venezuela
Idilio (Felchlin)	Coopertiva Amazona w/ nibs	737	2011	72%	Switzerland	4.0	Criollo	Venezuela
Idilio (Felchlin)	Sur del Lago, Amiari Meridena, Zulia, w/ nibs	737	2011	72%	Switzerland	4.0		Venezuela
Indaphoria	La Red	821	2012	70%	U.S.A.	3.25		Dominican Republic
Indaphoria	Conacado, Manifesto	907	2012	70%	U.S.A.	2.75		Dominican Republic
Indi	Honduras	1255	2014	77%	U.S.A.	3.0		Honduras
Isidro	Madagascar	1275	2014	72%	U.S.A.	3.5	Trinitario	Madagascar
Isidro	Peru	1279	2014	72%	U.S.A.	2.25		Peru
Isidro	Belize	1279	2014	72%	U.S.A.	3.25	Trinitario	Belize
Isidro	Dominican Republic	1279	2014	72%	U.S.A.	3.25		Dominican Republic
Izard	Maya Mountain, Toledo, Batch 29	1542	2015	70%	U.S.A.	3.5	Trinitario	Belize
Izard	Elvesia P., Batch 32	1546	2015	70%	U.S.A.	2.75		Dominican Republic
Jacque Torres	Trinatario Treasure	5	2006	71%	U.S.A.	2.0	Trinitario	Ghana
Just Good Chocolate	Belize	1375	2014	70%	U.S.A.	3.5	Trinitario	Belize
Just Good Chocolate	Madagascar	1375	2014	70%	U.S.A.	3.5	Trinitario	Madagascar
Just Good Chocolate	Peru	1375	2014	70%	U.S.A.	4.0		Peru
Kerchner	La Red, Project Reserva, Guaconejo	1133	2013	70%	U.S.A.	3.75		Dominican Republic
Kiskadee	La Red, Guanconjeco	1251	2014	60%	U.S.A.	3.0	Trinitario	Dominican Republic
Kto	San Martin	1422	2014	72%	U.S.A.	2.5		Peru
Kto	Ocumare	1422	2014	72%	U.S.A.	2.75		Venezuela
Kto	Belize	1422	2014	72%	U.S.A.	3.0	Trinitario	Belize
Kto	Sambirano Valley	1422	2014	72%	U.S.A.	3.25	Trinitario	Madagascar
Kto	Belize	1426	2014	90%	U.S.A.	3.25	Trinitario	Belize
Kto	Elvesia	1426	2014	72%	U.S.A.	3.25		Dominican Republic
Kto	ROIG	1426	2014	72%	U.S.A.	3.25		Dominican Republic
K'ul	Kafupbo, Petit Bourg, De Borgnes	1840	2016	70%	U.S.A.	3.25		Haiti
K'ul	Maranon, Fortunato No. 4	1852	2016	70%	U.S.A.	2.75	Forastero (Nacional)	Peru
K'ul	Los Rios, Hacienda Limon, Heirloom	1852	2016	70%	U.S.A.	3.75		Ecuador
K'ul	Bahia, Fazenda Camboa	1852	2016	70%	U.S.A.	3.75	Forastero	Brazil
Kyya	Uganda	1359	2014	72.5%	U.S.A.	2.5	Forastero	Uganda
Kyya	Hispaniola	1359	2014	72.5%	U.S.A.	3.0		Dominican Republic
Kyya	Ecuador	1363	2014	72.5%	U.S.A.	2.5		Ecuador
Kyya	Madagascar	1363	2014	72.5%	U.S.A.	3.0	Trinitario	Madagascar
L.A. Burdick (Felchlin)	Peru	891	2012	74%	U.S.A.	3.25		Peru
L.A. Burdick (Felchlin)	Brazil	891	2012	70%	U.S.A.	4.0		Brazil
L.A. Burdick (Felchlin)	Chuao	927	2012	68%	U.S.A.	3.75	Trinitario	Venezuela
L.A. Burdick (Felchlin)	Quito	682	2011	74%	U.S.A.	3.75		Ecuador
L.A. Burdick (Felchlin)	Grenada	576	2010	75%	U.S.A.	3.25	Trinitario	Grenada
L.A. Burdick (Felchlin)	Dominican Republic	576	2010	74%	U.S.A.	3.75		Dominican Republic
L.A. Burdick (Felchlin)	Venzuela	597	2010	71%	U.S.A.	3.0		Venezuela
L.A. Burdick (Felchlin)	Madagascar	431	2009	64%	U.S.A.	3.5	Trinitario	Madagascar
L.A. Burdick (Felchlin)	Bolivian	451	2009	68%	U.S.A.	3.0		Bolivia
La Oroquidea	Peruvian Amazon	721	2011	72%	Peru	2.5		Peru
Lake Champlain (Callebaut)	Tanzania	327	2009	75%	U.S.A.	2.5		Tanzania
L'Amourette	Rugoso	1784	2016	80%	U.S.A.	3.5	Trinitario	Nicaragua
L'Amourette	Carenero Superior	833	2012	75%	U.S.A.	3.0	Trinitario	Venezuela
L'Amourette	Rio Caribe	833	2012	75%	U.S.A.	3.0	Trinitario	Venezuela
L'Amourette	Blend	853	2012	72%	U.S.A.	3.0	Criollo	Peru, Ecuador, Venezuela
Letterpress	La Masica, Batch 7, FHIA	1952	2017	70%	U.S.A.	3.5		Honduras
Letterpress	Maya Mtn, Batch 18, Heirloom	1952	2017	70%	U.S.A.	3.25		Belize
Letterpress	Liberia	1728	2016	70%	U.S.A.	3.25		Liberia
Letterpress	Beniamo	1562	2015	70%	U.S.A.	3.25		Bolivia
Letterpress	San Juan Estate, Gran Couva	1562	2015	70%	U.S.A.	3.5	Trinitario	Trinidad
Letterpress	San Andres	1566	2015	70%	U.S.A.	3.0		Costa Rica
Letterpress	La Red, Guaconejo	1566	2015	70%	U.S.A.	3.25		Domincan Republic
Letterpress	Kokoa Kamili	1566	2015	70%	U.S.A.	3.5		Tanzania
Letterpress	Maranura	1371	2014	70%	U.S.A.	3.5	Forastero (Nacional)	Peru
Lillie Belle	Perfect Illusion	855	2012	65%	U.S.A.	3.5	Criollo	Peru
Lillie Belle	Bolivia, Wild Thing	903	2012	68%	U.S.A.	3.5	Criollo	Bolivia
Lillie Belle	La Selva	903	2012	68%	U.S.A.	3.75		Peru
Lillie Belle	Purple Haze	947	2012	75%	U.S.A.	2.75		Venezuela, Dom. Rep.
Lillie Belle	The Other One, Grand Cru	947	2012	74%	U.S.A.	3.0		Dominican Republic
Lillie Belle	Wild Thing	947	2012	68%	U.S.A.	3.5	Criollo	Bolivia
Lindt & Sprungli	Excellence (US Version)	157	2007	85%	Switzerland	3.0
Lonohana	Haleiwa, O'ahu; Lonohana E., Kanahiku	1383	2014	70%	U.S.A.	3.75		Hawaii
Lonohana	Haleiwa E, O'ahu, 2014	1395	2014	65%	U.S.A.	3.25		Hawaii
Lonohana	Haleiwa E, O'ahu, 2014	1395	2014	75%	U.S.A.	3.75		Hawaii
Lonohana	Opaeula Estate, O'ahu, Nene, CG Exclusive	1093	2013	71%	U.S.A.	3.0		Hawaii
Lonohana	Opaeula Estate, O'ahu, Ele'ele	1097	2013	72%	U.S.A.	3.0		Hawaii
Lonohana	Hawaiian Crown, Kona Vanilla	1097	2013	70%	U.S.A.	3.5		Hawaii
Love Bar	Nicaragua	1502	2015	75%	U.S.A.	2.0		Nicaragua
Machu Picchu Trading Co.	Peru	721	2011	70%	Peru	1.5		Peru
Machu Picchu Trading Co.	Peru	552	2010	55%	Peru	2.25		Peru
Madre	Guadalcanal	1940	2017	73%	U.S.A.	3.5		Solomon Islands
Madre	Puerto Rico	1085	2013	70%	U.S.A.	2.75		Puerto Rico
Madre	Brazil	1085	2013	70%	U.S.A.	3.5		Brazil
Madre	Choobua, Kona	1089	2013	70%	U.S.A.	2.75		Hawaii
Madre	Xocunusco, Chiapas, Pichucalco	1089	2013	70%	U.S.A.	2.75		Mexico
Madre	Hamakua Coast, Kokoleka	991	2012	70%	U.S.A.	3.25		Hawaii
Madre	Criollo, Hawaii	995	2012	70%	U.S.A.	3.25	Criollo	Hawaii
Madre	Kaua'i	995	2012	70%	U.S.A.	3.5		Hawaii
Madre	Dominican	672	2011	70%	U.S.A.	2.5		Dominican Republic
Madre	Upala	693	2011	70%	U.S.A.	2.75		Costa Rica
Madre	Chiapas, Triple Cacao	607	2010	72%	U.S.A.	2.75		Mexico
Malie Kai (Guittard)	O'ahu, N. Shore, Waialua Estate w/ nibs	502	2010	55%	U.S.A.	3.5		Hawaii
Malie Kai (Guittard)	O'ahu, N. Shore, Waialua Estate	311	2009	55%	U.S.A.	2.75	Blend	Hawaii
Mana	Ecuador	1446	2015	74%	U.S.A.	2.5		Ecuador
Mana	Peru	1219	2014	74%	U.S.A.	2.5		Peru
Mana	Venezuela	1219	2014	74%	U.S.A.	2.75		Venezuela
Mana	Conacado	821	2012	74%	U.S.A.	3.75		Dominican Republic
Manoa	Markham Valley	1522	2015	72%	U.S.A.	3.5		Papua New Guinea
Manoa	Coto Brus	1522	2015	72%	U.S.A.	3.75		Costa Rica
Manoa	Waiahole, O'ahu	1089	2013	72%	U.S.A.	3.75		Hawaii
Manoa	Liberia, #174	1003	2012	72%	U.S.A.	3.25		Liberia
Manoa	Hamakua, Hawaiian Crown, #176	1007	2012	72%	U.S.A.	2.75		Hawaii
Manoa	Piura	1007	2012	72%	U.S.A.	3.0		Peru
Manoa	Oahu, Winward, #151, Maunawili district	1007	2012	72%	U.S.A.	3.25		Hawaii
Map Chocolate	Ben Tre, Surprise Valley	1896	2016	75%	U.S.A.	3.25	Trinitario	Vietnam
Map Chocolate	ROIG, 2014	1474	2015	70%	U.S.A.	3.5	Criollo, Trinitario	Dominican Republic
Map Chocolate	Maranon, 2014	1474	2015	62%	U.S.A.	3.5	Forastero (Nacional)	Peru
Map Chocolate	Ecuador	1478	2015	70%	U.S.A.	3.5	Trinitario	Ecuador
Map Chocolate	San Juan Estate, Cherry Blossoms at Night	1606	2015	70%	U.S.A.	2.75	Trinitario	Trinidad
Map Chocolate	A case of the Xerces Blues, triple roast	1606	2015	70%	U.S.A.	3.5		Nicaragua
Map Chocolate	Tumbes, Dear Mr. Finley, 2014	1606	2015	68%	U.S.A.	3.5	Criollo	Peru
Map Chocolate	Colombia	1610	2015	75%	U.S.A.	2.75		Colombia
Map Chocolate	Kakoa Kamili, Both Man & Bird & Beast	1610	2015	72%	U.S.A.	3.0		Tanzania
Map Chocolate	Le Chocolat Chaud	1634	2015	78%	U.S.A.	3.5		Honduras
Marana	Piura	1872	2016	70%	Peru	3.0		Peru
Marana	Cusco	1884	2016	70%	Peru	2.75		Peru
Marana	San Martin	1884	2016	70%	Peru	3.0		Peru
Marigold's Finest	Cacao Nib Crunch	1808	2016	75%	Canada	3.25
Mars	Matina 1-6, prototype	537	2010	65%	U.S.A.	3.0		Costa Rica
Mars	Ivory Coast	544	2010	65%	U.S.A.	3.0		Ivory Coast
Mars	Nigeria	544	2010	65%	U.S.A.	3.25		Nigeria
Mars	Ghana, prototype	544	2010	65%	U.S.A.	3.5	Forastero	Ghana
Marsatta	Dominican Republic	1189	2013	74%	U.S.A.	2.25		Dominican Republic
Marsatta	Dominican Republic	1189	2013	89%	U.S.A.	2.5		Dominican Republic
Martin Mayer	Alto Beni	1836	2016	76%	Austria	2.75		Bolivia
Martin Mayer	Pisa	1836	2016	82%	Austria	3.0		Haiti
Martin Mayer	Tumaco	1836	2016	74%	Austria	3.25		Colombia
Mast Brothers	Guatemala	1450	2015	76%	U.S.A.	3.0		Guatemala
Mast Brothers	Tanzania	1450	2015	74%	U.S.A.	3.25		Tanzania
Mast Brothers	French Laundry 20th Anniversary	1359	2014	75%	U.S.A.	3.75	Blend	Peru, Belize
Mast Brothers	Shake Shack	959	2012	73%	U.S.A.	3.5	Blend	Peru, Mad., Dom. Rep.
Mast Brothers	Madagascar	999	2012	72%	U.S.A.	2.5	Trinitario
Mast Brothers	Chuao	999	2012	73%	U.S.A.	2.75	Trinitario	Venezuela
Mast Brothers	Brooklyn Blend	672	2011	72%	U.S.A.	3.5
Mast Brothers	Chuao, Med. Roast	701	2011	76%	U.S.A.	3.0	Trinitario	Venezuela
Mast Brothers	Chuao, Dark Roast	709	2011	70%	U.S.A.	3.0	Trinitario	Venezuela
Mast Brothers	Chuao, Light Roast	713	2011	81%	U.S.A.	2.75	Trinitario	Venezuela
Mast Brothers	Moho River	773	2011	70%	U.S.A.	3.5	Trinitario	Belize
Mast Brothers	Papua New Guinea	777	2011	71%	U.S.A.	2.75		Papua New Guinea
Mast Brothers	San Martin	777	2011	75%	U.S.A.	3.0		Peru
Mast Brothers	Conacado	777	2011	73%	U.S.A.	3.25		Dominican Republic
Mast Brothers	La Red de Guanconejo, N. Highlands coop	777	2011	74%	U.S.A.	3.75		Dominican Republic
Mast Brothers	Patanemo	572	2010	81%	U.S.A.	2.75	Criollo	Venezuela
Mast Brothers	Ocumare de la Costa	572	2010	75%	U.S.A.	3.0		Venezuela
Mast Brothers	Dominican Republic, Coop	572	2010	70%	U.S.A.	3.25		Dominican Republic
Maverick	Maya Mountain	1367	2014	70%	U.S.A.	3.25	Trinitario	Belize
Maverick	Elvesia	1367	2014	70%	U.S.A.	3.25		Dominican Republic
Maverick	Tumbes	1430	2014	82%	U.S.A.	3.25	Criollo	Peru
Maverick	Morropon, Norandiono Coop, Piura	1430	2014	63%	U.S.A.	3.5	Criollo	Peru
Mayacama	Hispaniola	1728	2016	72%	U.S.A.	3.0		Domincan Republic
Meadowlands	Bolivia	1287	2014	70%	U.S.A.	2.5		Bolivia
Meadowlands	Venezuela	1287	2014	70%	U.S.A.	2.75		Venezuela
Meadowlands	Belize	1287	2014	70%	U.S.A.	3.0	Trinitario	Belize
Meadowlands	Nicaragua, w/ inbs	1291	2014	70%	U.S.A.	3.0		Nicaragua
Meadowlands	Dominican Republic	1291	2014	70%	U.S.A.	3.5		Dominican Republic
Middlebury	Maya Mountain	1490	2015	80%	U.S.A.	3.5	Trinitario	Belize
Middlebury	San Juan Estate	1490	2015	70%	U.S.A.	3.5	Trinitario	Trinidad
Middlebury	Oko Caribe	1490	2015	75%	U.S.A.	3.75		Dominican Republic
Middlebury	Patanemo, Epoch, Donaldo	1490	2015	75%	U.S.A.	3.75		Venezuela
Middlebury	Kokoa Kamili	1538	2015	75%	U.S.A.	3.25		Tanzania
Middlebury	Matagalpa, Cacao Bisiesto	1538	2015	70%	U.S.A.	3.5		Nicaragua
Middlebury	La Red	1117	2013	75%	U.S.A.	2.5		Dominican Republic
Middlebury	Belize	1117	2013	80%	U.S.A.	3.25	Trinitario	Belize
Middlebury	Houseblend	887	2012	65%	U.S.A.	1.5
Middlebury	Alto Beni	887	2012	75%	U.S.A.	2.0	Criollo	Bolivia
Middlebury	Balinese, Java	887	2012	70%	U.S.A.	2.5	Criollo	Indonesia
Millcreek Cacao Roasters	Ecuador	1073	2013	70%	U.S.A.	2.5	Forastero (Nacional)	Ecuador
Millcreek Cacao Roasters	Ecuador	825	2012	70%	U.S.A.	3.5		Ecuador
Mindo	Ecuador	607	2010	67%	U.S.A.	2.75		Ecuador
Mindo	Ecuador	607	2010	77%	U.S.A.	2.75		Ecuador
Moho	Toledo District, w/ nibs	1026	2013	73%	U.S.A.	3.25	Trinitario	Belize
Moho	Toledo District	1030	2013	72%	U.S.A.	3.0	Trinitario	Belize
Moho	Umoho R., Toledo District, San Felipe	607	2010	67%	U.S.A.	2.75	Trinitario	Belize
Molucca	La Red	1614	2015	70%	U.S.A.	3.0		Domincan Republic
Molucca	Indonesia	1618	2015	70%	U.S.A.	2.75		Indonesia
Molucca	Peru	1618	2015	70%	U.S.A.	3.25		Peru
Monarque	Oko Caribe	1812	2016	72%	Canada	3.5		Dominican Republic
Muchomas (Mesocacao)	Nicaragua	1462	2015	70%	U.S.A.	3.5		Nicaragua
Muchomas (Mesocacao)	Nicaragua	1462	2015	80%	U.S.A.	3.5		Nicaragua
Mutari	Kokoa Kamili, batch 1 SRB	1896	2016	68%	U.S.A.	2.75		Tanzania
Mutari	Oko Caribe, batch 1 SRB	1896	2016	71%	U.S.A.	2.75		Domincan Republic
Mutari	Ambanja, batch 1 SRB	1900	2016	68%	U.S.A.	2.75		Madagascar
Mutari	Tien Giang, batch 1 SRB	1900	2016	80%	U.S.A.	3.0	Trinitario	Vietnam
Nanea	Criollo Blend	1007	2013	85%	U.S.A.	3.5		Hawaii
Nathan Miller	Peru	1403	2014	72%	U.S.A.	2.25		Peru
Nathan Miller	Hispaniola	1403	2014	70%	U.S.A.	2.5		Dominican Republic
Nathan Miller	Madagascar	1403	2014	73.5%	U.S.A.	2.5	Trinitario	Madagascar
Nathan Miller	Ghana	1403	2014	70%	U.S.A.	3.5	Forastero	Ghana
Neuhaus (Callebaut)	Papua New Guinea	531	2010	70%	Belgium	2.5	Criollo	Papua New Guinea
Neuhaus (Callebaut)	Manickchand Estate	230	2008	67%	Belgium	3.75	Trinitario	Trinidad
